,Gender,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Response,Annual_Premium_AFTER
209,1,1,3,0,0,1,2630.0,39,0,1
210,1,1,28,0,0,1,36660.0,29,1,0
211,1,1,6,0,0,1,27671.0,38,1,0
212,1,1,6,1,0,0,2630.0,40,0,1
213,0,1,28,0,0,1,30979.0,29,1,0
214,1,1,37,1,0,1,27901.0,29,0,0
215,1,1,28,0,0,1,30431.0,15,0,0
216,1,1,28,1,0,0,38748.0,12,0,0
217,1,1,35,0,0,1,26001.0,29,0,0
218,1,1,28,0,0,1,31256.0,29,1,0
219,1,1,28,0,0,1,44725.0,15,0,2
220,1,1,5,0,0,1,31915.0,15,1,0
221,0,1,8,1,0,0,54053.0,29,0,2
222,1,1,3,0,0,1,28967.0,29,1,0
223,1,1,8,0,0,0,52654.0,29,1,2
224,1,1,29,0,0,0,41777.0,15,0,2
225,0,1,6,0,1,1,35027.0,35,1,0
226,1,1,47,0,2,1,39998.0,15,0,0
227,0,1,2,0,1,1,26291.0,35,0,0
228,1,1,37,0,0,1,25468.0,35,1,0
229,0,1,3,0,0,1,2630.0,29,1,1
230,1,1,45,0,0,1,32389.0,15,1,0
231,1,1,28,0,2,1,48068.0,15,1,2
232,1,1,18,0,1,1,2630.0,35,0,1
233,1,1,14,0,0,1,2630.0,15,1,1
234,1,1,6,1,1,0,31439.0,35,0,0
235,1,1,29,0,0,1,38720.0,29,1,0
236,0,1,2,1,1,0,45298.0,35,0,2
237,1,1,8,1,1,0,46057.0,35,0,2
238,0,1,28,0,0,1,43552.0,15,1,2
239,0,1,29,0,0,0,2630.0,40,0,1
240,1,1,28,0,0,1,44834.0,15,1,2
241,0,1,28,0,0,1,42686.0,29,0,2
242,0,1,50,1,1,0,36066.0,35,0,0
243,0,1,22,1,1,0,21005.0,35,0,0
244,1,1,8,1,1,0,2630.0,35,0,1
245,0,1,50,0,1,0,41659.0,35,0,2
246,1,1,36,0,0,1,27474.0,29,1,0
247,1,1,38,0,0,1,48229.0,15,0,2
248,1,1,28,0,1,1,36548.0,29,1,0
249,1,1,14,0,1,1,2630.0,35,0,1
250,1,1,11,0,1,1,27841.0,35,1,0
251,0,1,28,0,0,1,31394.0,11,1,0
252,0,1,28,0,2,1,56584.0,29,1,2
253,1,1,28,0,2,1,43598.0,29,0,2
254,0,1,34,1,1,0,16788.0,35,0,1
255,1,1,50,1,0,0,26772.0,15,0,0
256,1,1,36,0,0,1,33308.0,29,1,0
257,1,1,28,0,0,1,51255.0,15,1,2
258,0,1,41,1,1,0,35711.0,35,0,0
259,1,1,23,0,0,1,2630.0,15,1,1
260,0,1,28,0,0,1,2630.0,39,1,1
261,0,1,8,0,2,1,50048.0,29,1,2
262,1,1,48,1,0,0,2630.0,15,0,1
263,1,1,28,0,1,1,2630.0,42,0,1
264,1,1,22,1,2,1,28616.0,15,1,0
265,0,1,10,0,1,1,2630.0,35,0,1
266,0,1,46,1,1,0,21914.0,42,0,0
267,1,1,8,0,0,1,28406.0,29,0,0
268,0,1,28,1,0,0,22779.0,28,0,0
269,0,1,1,0,0,1,2630.0,40,1,1
270,0,1,35,0,1,1,36790.0,35,1,0
271,1,1,41,0,0,1,25722.0,37,1,0
272,0,1,28,0,0,1,34032.0,39,1,0
273,1,1,8,0,1,1,28244.0,35,0,0
274,1,1,47,1,1,0,38681.0,35,0,0
275,0,1,3,0,0,1,34656.0,15,1,0
276,1,1,28,0,0,1,63116.0,15,0,2
277,1,1,35,0,0,1,2630.0,29,0,1
278,1,1,48,0,0,1,2630.0,28,1,1
279,1,1,17,0,0,1,2630.0,14,0,1
280,1,1,28,0,2,1,35414.0,29,1,0
281,1,1,41,1,1,0,31680.0,35,0,0
282,1,1,15,0,0,1,20378.0,29,1,0
283,1,1,39,0,0,1,40722.0,29,0,0
284,0,1,28,0,0,1,51304.0,29,1,2
285,0,1,28,0,0,1,44044.0,15,0,2
286,0,1,28,0,0,1,70304.0,29,1,2
287,1,1,29,0,0,1,2630.0,39,0,1
288,1,1,45,0,1,0,23630.0,35,0,0
289,0,1,28,0,0,1,25284.0,15,1,0
290,1,1,46,0,1,0,2630.0,35,0,1
291,0,1,39,0,0,1,2630.0,40,0,1
292,1,1,29,0,2,1,54666.0,29,1,2
293,0,1,35,0,1,1,21320.0,35,1,0
294,1,1,28,0,2,1,26699.0,28,0,0
295,1,1,20,1,0,0,2630.0,32,0,1
296,0,1,28,0,2,1,35407.0,15,1,0
297,0,1,28,1,0,0,35053.0,28,0,0
298,0,1,36,0,0,1,33080.0,35,0,0
299,1,1,29,1,1,0,28578.0,35,0,0
300,0,1,37,0,0,1,26059.0,29,0,0
301,1,1,2,0,0,1,28084.0,29,1,0
302,1,1,28,0,0,1,32418.0,39,0,0
303,1,1,30,1,1,0,23660.0,35,0,0
304,1,1,28,0,0,1,26529.0,30,0,0
305,1,1,11,0,0,1,2630.0,40,1,1
306,0,1,8,1,1,1,34405.0,35,0,0
307,1,1,48,0,0,1,2630.0,15,1,1
308,0,1,28,0,0,1,50800.0,15,1,2
309,0,1,1,0,0,0,2630.0,29,0,1
310,1,1,9,0,0,0,47067.0,16,0,2
311,1,1,28,1,0,0,24233.0,15,0,0
312,0,1,35,0,0,1,2630.0,15,1,1
313,0,1,10,1,1,0,24424.0,35,0,0
314,0,1,28,0,0,1,73105.0,20,1,2
315,0,1,45,0,0,1,23820.0,35,0,0
316,0,1,41,0,0,1,39355.0,40,1,0
317,1,1,41,0,0,1,2630.0,37,0,1
318,1,1,10,0,1,1,34808.0,35,1,0
319,0,1,19,1,1,0,39739.0,35,0,0
320,0,1,43,0,0,1,37808.0,15,0,0
321,0,1,28,0,0,1,38497.0,15,1,0
322,1,1,28,0,0,1,52966.0,15,0,2
323,1,1,5,1,1,0,27269.0,35,0,0
324,0,1,14,1,0,0,28960.0,27,0,0
325,1,1,41,0,0,1,57259.0,8,1,2
326,1,1,18,1,0,0,2630.0,35,0,1
327,1,1,46,1,1,0,33646.0,35,0,0
328,0,1,2,0,1,0,2630.0,35,0,1
329,0,1,28,0,0,1,46737.0,15,1,2
330,0,1,28,0,0,1,33338.0,29,1,0
331,0,1,46,1,1,0,29257.0,35,0,0
332,0,1,29,1,1,0,2630.0,35,0,1
333,1,1,28,1,0,0,51845.0,20,0,2
334,1,1,23,0,0,1,27284.0,29,0,0
335,1,1,30,0,0,1,28553.0,29,0,0
336,1,1,24,1,0,0,31199.0,15,0,0
337,1,1,28,0,1,1,44961.0,42,1,2
338,1,1,28,0,1,1,43840.0,39,1,2
339,0,1,50,1,1,0,32028.0,35,0,0
340,1,1,41,0,1,1,17928.0,43,1,0
341,1,1,3,0,0,1,26575.0,37,1,0
342,1,1,21,1,1,0,25900.0,35,0,0
343,0,1,47,0,0,1,32956.0,29,1,0
344,1,1,31,0,2,1,2630.0,5,1,1
345,0,1,46,0,0,1,42513.0,37,1,2
346,0,1,27,0,1,1,29074.0,35,0,0
347,0,1,28,1,0,0,28701.0,22,0,0
348,0,1,18,0,0,1,28180.0,15,1,0
349,1,1,41,0,0,1,34649.0,1,1,0
350,0,1,28,0,0,1,2630.0,39,0,1
351,0,1,27,0,1,1,22446.0,15,0,0
352,1,1,41,0,0,1,2630.0,15,1,1
353,0,1,8,0,0,1,23948.0,29,0,0
354,0,1,28,0,2,1,34462.0,15,0,0
355,0,1,2,0,0,1,31416.0,15,1,0
356,1,1,25,0,0,1,31420.0,15,1,0
357,0,1,11,0,1,1,28909.0,35,1,0
358,1,1,41,0,1,1,54108.0,39,1,2
359,1,1,41,0,0,1,33761.0,29,1,0
360,1,1,43,0,0,1,43679.0,15,1,2
361,0,1,8,0,0,1,35469.0,37,1,0
362,1,1,48,1,0,0,2630.0,37,0,1
363,0,1,37,0,1,1,29838.0,35,1,0
364,1,1,28,0,0,1,48037.0,29,0,2
365,1,1,28,0,0,0,44633.0,15,0,2
366,1,1,10,0,1,1,20489.0,35,0,0
367,0,1,28,0,0,1,22543.0,29,0,0
368,0,1,27,0,1,1,26351.0,35,0,0
369,1,1,28,0,0,1,50073.0,28,1,2
370,0,1,41,0,0,1,2630.0,39,1,1
371,1,1,28,0,0,1,2630.0,43,1,1
372,0,1,28,0,0,1,46754.0,15,1,2
373,0,1,28,0,2,1,34049.0,15,0,0
374,0,1,15,1,1,0,27921.0,35,0,0
375,0,1,28,0,1,0,2630.0,42,0,1
376,0,1,35,1,1,0,2630.0,35,0,1
377,1,1,37,0,1,1,41217.0,35,0,2
378,0,1,28,0,0,1,24925.0,15,1,0
379,1,1,2,0,0,1,29691.0,17,1,0
380,1,1,2,0,0,1,30902.0,40,1,0
381,1,1,28,0,0,1,24981.0,15,1,0
382,0,1,42,1,1,0,21360.0,35,0,0
383,1,1,28,0,0,1,34251.0,29,1,0
384,0,1,28,0,0,1,24390.0,40,1,0
385,1,1,48,0,0,1,2630.0,15,1,1
386,1,1,3,0,0,0,20855.0,29,0,0
387,0,1,3,1,0,0,20714.0,35,0,0
388,0,1,46,0,0,1,30485.0,7,0,0
389,0,1,28,1,0,0,53733.0,29,0,2
390,1,1,45,0,1,1,24157.0,35,0,0
391,0,1,46,0,1,1,2630.0,35,0,1
392,1,1,9,0,1,1,32369.0,35,0,0
393,1,1,30,0,1,1,2630.0,35,1,1
394,0,1,29,0,1,1,2630.0,42,0,1
395,0,1,3,0,1,1,2630.0,39,0,1
396,1,1,2,0,1,1,36924.0,35,0,0
397,1,1,8,1,1,0,31284.0,35,0,0
398,1,1,28,0,0,1,37609.0,29,1,0
399,1,1,41,0,0,1,43105.0,29,0,2
400,1,1,11,0,0,0,24843.0,29,0,0
401,1,1,28,1,1,0,57674.0,35,0,2
402,1,1,28,0,2,1,46334.0,28,1,2
403,1,1,11,1,0,1,32656.0,15,0,0
404,1,1,9,0,0,1,28939.0,15,1,0
405,1,1,8,1,0,0,54202.0,29,0,2
406,0,1,3,0,1,1,26061.0,42,0,0
407,0,1,8,1,1,0,49687.0,35,0,2
408,0,1,26,0,1,1,38188.0,35,0,0
409,0,1,43,0,0,1,2630.0,39,1,1
410,1,1,28,0,0,1,35597.0,43,1,0
411,0,1,28,0,2,1,30990.0,20,1,0
412,0,1,28,0,0,1,38944.0,29,0,0
413,0,1,28,0,0,1,41095.0,15,1,0
414,1,1,36,1,0,0,34507.0,15,0,0
415,1,1,28,1,0,0,44360.0,29,0,2
416,1,1,28,0,0,1,43352.0,15,1,2
417,1,1,4,0,0,1,32100.0,29,1,0
418,1,1,47,0,0,1,45505.0,15,1,2
419,0,1,41,0,0,1,31694.0,29,1,0
420,1,1,28,1,1,0,42132.0,35,0,2
421,0,1,41,1,1,0,24409.0,35,0,0
422,1,1,46,1,0,0,21376.0,37,0,0
423,1,1,28,0,0,1,32777.0,29,1,0
424,1,1,28,0,0,1,76756.0,20,0,2
425,1,1,28,0,0,1,40337.0,29,1,0
426,1,1,18,0,0,1,35546.0,29,1,0
427,1,1,28,0,0,1,34463.0,35,0,0
428,1,1,28,0,0,1,51770.0,27,0,2
429,1,1,32,1,1,0,37572.0,35,0,0
430,1,1,36,0,2,1,39357.0,29,1,0
431,1,1,36,0,1,1,31334.0,35,1,0
432,0,1,46,0,0,1,32644.0,15,0,0
433,1,1,28,0,0,1,39285.0,43,1,0
434,0,1,11,1,1,0,23733.0,35,0,0
435,0,1,29,0,1,0,31575.0,35,0,0
436,1,1,28,1,1,0,69879.0,35,0,2
437,0,1,28,0,0,1,2630.0,37,1,1
438,0,1,8,0,0,1,52750.0,15,1,2
439,0,1,29,0,0,1,2630.0,15,1,1
440,0,1,8,0,1,1,2630.0,35,0,1
441,0,1,46,1,1,0,32750.0,35,0,0
442,0,1,21,0,0,1,21359.0,29,1,0
443,0,1,28,0,0,1,32219.0,15,0,0
444,0,1,29,0,0,1,48102.0,15,1,2
445,1,1,28,0,0,1,40625.0,29,0,0
446,1,1,41,1,1,0,39376.0,35,0,0
447,1,1,13,0,0,1,30015.0,15,1,0
448,0,1,11,1,1,0,30263.0,35,0,0
449,0,1,28,0,0,1,44746.0,20,1,2
450,0,1,29,0,0,0,2630.0,29,0,1
451,0,1,16,1,1,0,33112.0,35,0,0
452,1,1,28,0,0,0,35909.0,28,0,0
453,1,1,3,0,0,1,2630.0,37,0,1
454,1,1,13,0,1,1,29997.0,42,0,0
455,0,1,3,0,1,1,2630.0,40,1,1
456,1,1,23,0,0,1,34376.0,29,0,0
457,1,1,28,0,0,1,58997.0,15,1,2
458,1,1,8,0,1,1,2630.0,39,0,1
459,1,1,27,0,1,0,23103.0,35,0,0
460,1,1,28,1,0,1,44264.0,9,0,2
461,1,1,16,0,2,1,20646.0,15,1,0
462,0,1,28,0,0,1,38554.0,29,0,0
463,1,1,36,0,0,1,32618.0,16,0,0
464,1,1,8,0,0,1,57889.0,29,0,2
465,0,1,28,1,0,0,32906.0,15,0,0
466,0,1,33,0,0,1,36592.0,15,1,0
467,1,1,28,0,0,1,57249.0,29,1,2
468,1,1,17,1,1,0,41381.0,35,0,2
469,0,1,14,0,0,1,18004.0,29,0,0
470,0,1,3,0,1,1,25275.0,35,0,0
471,0,1,28,0,2,1,2630.0,15,1,1
472,1,1,41,0,1,1,2630.0,39,1,1
473,0,1,28,0,0,1,39873.0,40,1,0
474,0,1,46,0,0,0,45518.0,40,0,2
475,1,1,18,0,0,1,29945.0,29,1,0
476,0,1,36,0,0,1,2630.0,29,1,1
477,1,1,23,0,0,1,29815.0,29,1,0
478,1,1,46,0,0,1,41255.0,15,1,2
479,1,1,28,0,0,1,31033.0,28,1,0
480,1,1,28,1,1,0,2630.0,42,0,1
481,1,1,8,0,0,1,40686.0,29,0,0
482,1,1,41,0,0,1,66658.0,8,1,2
483,0,1,8,1,1,0,26794.0,35,0,0
484,1,1,18,0,0,1,2630.0,15,1,1
485,0,1,8,0,0,1,39286.0,15,1,0
486,0,1,28,0,1,1,40770.0,40,0,0
487,1,1,28,0,0,1,42207.0,29,1,2
488,0,1,37,0,1,1,32675.0,35,0,0
489,1,1,28,0,0,1,59165.0,39,1,2
490,0,1,45,0,0,1,27669.0,29,1,0
491,0,1,28,1,0,0,36181.0,15,0,0
492,1,1,8,1,1,0,42849.0,35,0,2
493,1,1,37,0,1,1,39672.0,35,0,0
494,1,1,30,0,0,1,20528.0,29,1,0
495,0,1,8,0,0,1,70140.0,42,0,2
496,1,1,45,0,1,0,38478.0,34,0,0
497,1,1,11,1,0,0,27790.0,15,0,0
498,0,1,29,0,0,1,2630.0,39,1,1
499,1,1,28,0,0,1,32795.0,15,1,0
500,1,1,28,0,0,1,32232.0,15,1,0
501,1,1,28,0,2,1,32664.0,28,1,0
502,0,1,48,0,0,1,2630.0,10,1,1
503,1,1,28,0,0,1,35132.0,15,0,0
504,0,1,49,1,0,0,31464.0,35,0,0
505,1,1,35,0,0,1,2630.0,39,1,1
506,1,1,6,1,1,0,28545.0,35,0,0
507,1,1,28,0,0,0,32810.0,29,0,0
508,0,1,29,1,1,0,26252.0,35,0,0
509,0,1,8,0,0,1,33234.0,15,0,0
510,0,1,28,0,0,1,62596.0,15,0,2
511,1,1,8,0,0,1,30987.0,29,1,0
512,1,1,48,0,0,1,2630.0,10,0,1
513,0,1,28,0,2,1,43999.0,15,1,2
514,0,1,6,1,1,0,23153.0,35,0,0
515,1,1,15,1,0,0,47401.0,29,0,2
516,1,1,28,0,0,1,36370.0,29,1,0
517,0,1,26,1,1,0,36407.0,35,0,0
518,1,1,28,0,0,1,32060.0,28,1,0
519,1,1,28,1,0,0,2630.0,15,0,1
520,0,1,3,0,1,1,21889.0,35,1,0
521,0,1,33,0,0,1,27754.0,40,1,0
522,0,1,28,1,1,0,33271.0,35,0,0
523,0,1,11,1,1,0,29300.0,34,0,0
524,1,1,8,1,1,0,113379.0,35,0,2
525,0,1,34,0,0,1,39970.0,29,1,0
526,1,1,28,0,0,1,29554.0,28,1,0
527,0,1,18,1,1,0,25496.0,35,0,0
528,1,1,9,1,1,0,37362.0,35,0,0
529,1,1,28,0,0,1,45316.0,15,0,2
530,1,1,28,0,0,1,69440.0,29,0,2
531,1,1,2,1,0,0,2630.0,15,0,1
532,0,1,28,0,0,1,36936.0,39,1,0
533,1,1,15,0,1,1,38743.0,42,1,0
534,0,1,35,0,0,1,29793.0,15,1,0
535,0,1,15,1,1,0,39652.0,34,0,0
536,0,1,8,1,1,0,51758.0,35,0,2
537,0,1,8,0,1,0,24070.0,35,0,0
538,0,1,39,1,1,0,2630.0,35,0,1
539,0,1,41,0,2,1,31579.0,15,1,0
540,1,1,28,0,2,1,69856.0,15,1,2
541,0,1,0,0,0,1,2630.0,15,0,1
542,1,1,28,0,0,1,37624.0,15,0,0
543,1,1,45,0,0,1,33713.0,29,1,0
544,1,1,46,0,1,1,21144.0,37,1,0
545,1,1,28,0,0,1,2630.0,39,0,1
546,1,1,46,0,0,1,29998.0,29,1,0
547,1,1,18,0,0,1,27924.0,29,1,0
548,1,1,28,0,0,1,22914.0,15,1,0
549,0,1,48,0,0,1,2630.0,15,0,1
550,1,1,28,0,0,1,42919.0,15,1,2
551,1,1,46,0,0,1,29072.0,15,1,0
552,1,1,26,0,0,1,39978.0,15,0,0
