121,34,OH,100/300,1000,936.61,FEMALE,MD,armed-forces,bungie-jumping,wife,Parked Car,Minor Damage,None,5,1,1,1,7280,Toyota,2010,N
180,38,OH,250/500,2000,1301.13,FEMALE,College,machine-op-inspct,board-games,not-in-family,Single Vehicle Collision,Total Loss,Police,12,1,0,2,46200,Dodge,2003,Y
473,58,IN,100/300,2000,1131.4,FEMALE,MD,transport-moving,movies,other-relative,Multi-vehicle Collision,Major Damage,Other,12,4,0,0,63120,Accura,1999,Y
70,26,OH,500/1000,1000,1199.44,MALE,College,machine-op-inspct,hiking,own-child,Multi-vehicle Collision,Major Damage,Other,0,3,1,2,52110,Nissan,2012,N
140,31,IN,500/1000,500,708.64,MALE,High School,machine-op-inspct,reading,unmarried,Single Vehicle Collision,Total Loss,Police,9,1,0,2,77880,Suburu,2015,N
160,37,OH,500/1000,500,1374.22,FEMALE,MD,craft-repair,yachting,other-relative,Single Vehicle Collision,Total Loss,Other,19,1,1,0,72930,Accura,2015,N
196,39,IN,500/1000,2000,1475.73,FEMALE,High School,handlers-cleaners,camping,own-child,Multi-vehicle Collision,Major Damage,Police,8,3,2,0,60400,Nissan,2014,N
460,62,IN,250/500,1000,1187.96,MALE,JD,other-service,bungie-jumping,own-child,Multi-vehicle Collision,Minor Damage,Police,20,3,1,0,47160,Suburu,2011,N
217,41,IL,500/1000,2000,875.15,FEMALE,Associate,machine-op-inspct,skydiving,own-child,Multi-vehicle Collision,Total Loss,Police,15,3,1,2,37840,Accura,1996,N
370,55,IL,100/300,2000,972.18,MALE,High School,prof-specialty,paintball,other-relative,Multi-vehicle Collision,Major Damage,Ambulance,20,3,0,0,71520,Suburu,2000,Y
413,55,IN,100/300,2000,1268.79,MALE,MD,priv-house-serv,chess,own-child,Single Vehicle Collision,Total Loss,Ambulance,15,1,2,2,98160,Dodge,2011,Y
237,40,IN,100/300,1000,883.31,MALE,College,craft-repair,kayaking,husband,Single Vehicle Collision,Minor Damage,Other,6,1,1,3,77880,Ford,2005,N
8,35,OH,100/300,2000,1266.92,MALE,Masters,sales,polo,own-child,Multi-vehicle Collision,Major Damage,Other,16,3,1,3,71500,Ford,2006,Y
257,43,IN,100/300,2000,1322.1,MALE,High School,prof-specialty,golf,own-child,Parked Car,Minor Damage,Police,4,1,1,3,9020,Toyota,2005,N
202,34,IN,100/300,500,848.07,MALE,JD,exec-managerial,chess,not-in-family,Vehicle Theft,Minor Damage,None,5,1,2,1,5720,Suburu,2003,Y
224,40,OH,100/300,2000,1291.7,FEMALE,JD,sales,kayaking,not-in-family,Single Vehicle Collision,Minor Damage,Other,21,1,1,0,69840,Dodge,2009,N
241,45,IL,500/1000,2000,1104.5,FEMALE,PhD,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Minor Damage,Police,5,1,2,2,91650,Accura,2011,N
64,25,IL,250/500,1000,954.16,MALE,Masters,prof-specialty,video-games,husband,Multi-vehicle Collision,Major Damage,Ambulance,22,4,0,0,75600,Toyota,2005,N
166,37,IL,100/300,2000,1337.28,MALE,JD,craft-repair,reading,husband,Multi-vehicle Collision,Major Damage,Police,10,3,2,2,67140,Ford,2006,Y
155,35,IL,500/1000,1000,1088.34,FEMALE,Associate,adm-clerical,yachting,other-relative,Multi-vehicle Collision,Total Loss,Police,16,3,2,3,29790,BMW,2008,N
114,30,IL,100/300,1000,1558.29,MALE,High School,farming-fishing,video-games,wife,Multi-vehicle Collision,Major Damage,Ambulance,1,3,1,2,77110,Suburu,2015,N
149,37,IL,500/1000,500,1415.68,MALE,PhD,prof-specialty,yachting,own-child,Single Vehicle Collision,Total Loss,Fire,17,1,0,1,64800,Audi,1999,N
147,33,OH,100/300,1000,1334.15,MALE,High School,craft-repair,reading,not-in-family,Single Vehicle Collision,Major Damage,Other,15,1,2,0,53100,Mercedes,1995,Y
62,28,IL,100/300,1000,988.45,FEMALE,Masters,protective-serv,camping,unmarried,Single Vehicle Collision,Total Loss,Police,3,1,1,1,60200,Suburu,2004,Y
289,49,IL,500/1000,2000,1222.48,FEMALE,JD,priv-house-serv,golf,unmarried,Parked Car,Minor Damage,None,16,1,1,1,5330,Suburu,2001,N
431,54,IN,500/1000,2000,1155.55,FEMALE,MD,craft-repair,bungie-jumping,unmarried,Multi-vehicle Collision,Major Damage,Police,4,3,2,0,62300,Jeep,2007,N
199,37,IN,250/500,500,1262.08,MALE,JD,tech-support,video-games,wife,Single Vehicle Collision,Major Damage,Ambulance,4,1,0,3,60170,Nissan,2011,Y
79,26,IL,100/300,500,1451.62,MALE,Associate,tech-support,kayaking,not-in-family,Single Vehicle Collision,Minor Damage,Ambulance,19,1,2,2,40000,BMW,2010,N
116,34,IN,250/500,500,1737.66,MALE,Associate,transport-moving,chess,unmarried,Single Vehicle Collision,Major Damage,Police,1,1,1,1,97080,BMW,2001,Y
37,23,IL,500/1000,500,1475.93,FEMALE,College,prof-specialty,hiking,husband,Multi-vehicle Collision,Minor Damage,Other,17,3,1,0,51660,Dodge,2010,N
106,30,OH,250/500,500,538.17,FEMALE,PhD,transport-moving,reading,own-child,Single Vehicle Collision,Total Loss,Other,23,1,2,2,51120,Mercedes,2005,N
269,44,IL,100/300,2000,1081.08,MALE,JD,priv-house-serv,reading,unmarried,Single Vehicle Collision,Minor Damage,Other,14,1,0,2,56400,Toyota,2014,N
265,40,IL,250/500,1000,1454.43,FEMALE,MD,protective-serv,yachting,husband,Multi-vehicle Collision,Total Loss,Other,17,3,2,3,55120,Accura,2002,N
163,33,IN,100/300,500,1240.47,FEMALE,Associate,other-service,polo,husband,Multi-vehicle Collision,Total Loss,Fire,11,3,1,1,77110,Honda,2014,N
355,47,OH,500/1000,2000,1273.7,MALE,College,other-service,kayaking,husband,Multi-vehicle Collision,Major Damage,Fire,19,3,2,1,62800,Audi,2003,Y
175,34,IN,500/1000,1000,1123.87,FEMALE,PhD,protective-serv,dancing,other-relative,Vehicle Theft,Trivial Damage,Police,5,1,2,0,7290,Volkswagen,1995,N
192,35,IL,100/300,1000,1245.89,FEMALE,Masters,exec-managerial,movies,wife,Single Vehicle Collision,Total Loss,Other,19,1,0,0,76600,Mercedes,2000,N
430,59,OH,250/500,2000,1326.62,MALE,MD,other-service,bungie-jumping,own-child,Multi-vehicle Collision,Minor Damage,Fire,19,3,0,3,81800,Nissan,1998,N
91,27,IL,100/300,2000,1073.83,FEMALE,JD,farming-fishing,polo,husband,Vehicle Theft,Trivial Damage,None,4,1,1,2,7260,BMW,2008,N
217,39,IN,100/300,1000,1530.52,MALE,College,armed-forces,basketball,not-in-family,Vehicle Theft,Minor Damage,None,8,1,2,1,4300,Toyota,2000,N
223,40,IN,100/300,500,1201.41,FEMALE,JD,priv-house-serv,movies,husband,Multi-vehicle Collision,Major Damage,Police,7,3,1,0,70510,Suburu,1999,N
195,39,OH,250/500,1000,1393.57,MALE,PhD,machine-op-inspct,movies,not-in-family,Parked Car,Minor Damage,Police,5,1,0,1,2640,Ford,2009,N
22,26,OH,100/300,1000,1276.57,MALE,PhD,craft-repair,skydiving,not-in-family,Single Vehicle Collision,Minor Damage,Fire,3,1,1,2,78900,Chevrolet,1995,N
439,56,IN,250/500,500,1082.49,FEMALE,PhD,prof-specialty,chess,unmarried,Multi-vehicle Collision,Major Damage,Fire,12,3,2,3,56430,Honda,2014,N
94,32,IN,500/1000,1000,1414.74,FEMALE,Masters,adm-clerical,hiking,own-child,Parked Car,Minor Damage,None,19,1,1,3,2400,Chevrolet,2014,N
11,39,IL,250/500,2000,1470.06,MALE,PhD,other-service,yachting,husband,Single Vehicle Collision,Total Loss,Ambulance,22,1,0,1,65790,Saab,2007,N
151,36,OH,250/500,2000,870.63,FEMALE,MD,adm-clerical,kayaking,own-child,Multi-vehicle Collision,Minor Damage,Police,12,3,1,1,62920,Ford,2000,N
154,34,IN,100/300,500,795.23,MALE,PhD,machine-op-inspct,base-jumping,other-relative,Multi-vehicle Collision,Major Damage,Police,15,3,2,1,69480,Nissan,2014,Y
245,44,IL,500/1000,1000,1168.2,MALE,JD,handlers-cleaners,basketball,husband,Multi-vehicle Collision,Total Loss,Other,23,3,0,3,44280,Honda,1997,N
119,32,IL,500/1000,1000,993.51,MALE,High School,armed-forces,bungie-jumping,unmarried,Single Vehicle Collision,Minor Damage,Other,12,1,0,3,56300,BMW,2011,N
215,42,OH,500/1000,500,1848.81,MALE,JD,transport-moving,video-games,own-child,Multi-vehicle Collision,Major Damage,Fire,20,3,2,2,68520,Suburu,2003,Y
295,42,OH,250/500,2000,1641.73,MALE,PhD,sales,chess,not-in-family,Multi-vehicle Collision,Total Loss,Fire,16,3,0,0,59130,Ford,2006,Y
254,39,IN,100/300,500,1362.87,FEMALE,MD,exec-managerial,chess,other-relative,Multi-vehicle Collision,Minor Damage,Ambulance,6,3,2,2,82320,Dodge,1995,Y
107,31,IN,250/500,500,1239.22,FEMALE,High School,tech-support,paintball,not-in-family,Single Vehicle Collision,Minor Damage,Fire,12,1,0,1,89700,Audi,2009,Y
478,64,OH,250/500,500,835.02,FEMALE,Associate,adm-clerical,reading,unmarried,Multi-vehicle Collision,Minor Damage,Fire,17,3,1,1,33930,BMW,1998,N
128,30,OH,100/300,1000,1061.33,MALE,MD,machine-op-inspct,movies,own-child,Single Vehicle Collision,Major Damage,Ambulance,8,1,0,3,68530,Audi,1997,N
338,49,IN,500/1000,1000,1279.08,MALE,MD,other-service,kayaking,own-child,Parked Car,Minor Damage,None,13,1,0,1,4300,Ford,2004,N
271,42,OH,100/300,500,1105.49,FEMALE,Associate,prof-specialty,sleeping,own-child,Multi-vehicle Collision,Major Damage,Other,12,2,2,3,68310,Audi,2003,Y
222,41,OH,100/300,2000,1055.53,FEMALE,MD,armed-forces,cross-fit,not-in-family,Single Vehicle Collision,Total Loss,Other,7,1,0,2,61290,Honda,1995,Y
199,41,OH,250/500,1000,895.83,FEMALE,Associate,sales,paintball,husband,Single Vehicle Collision,Minor Damage,Ambulance,10,1,1,2,30100,Chevrolet,1999,N
215,37,IN,100/300,500,1632.93,FEMALE,College,transport-moving,golf,not-in-family,Multi-vehicle Collision,Minor Damage,Fire,7,3,2,0,57120,Mercedes,2002,N
192,40,IL,100/300,1000,1405.99,FEMALE,Associate,sales,yachting,wife,Multi-vehicle Collision,Minor Damage,Ambulance,18,3,1,0,42930,BMW,2005,N
120,35,OH,100/300,1000,1425.54,FEMALE,High School,transport-moving,bungie-jumping,other-relative,Multi-vehicle Collision,Total Loss,Ambulance,22,3,2,0,51210,Ford,2010,N
270,45,OH,500/1000,1000,1038.09,FEMALE,College,handlers-cleaners,golf,husband,Multi-vehicle Collision,Minor Damage,Fire,18,3,1,1,89400,Suburu,1998,N
319,47,IN,250/500,500,1307.11,MALE,College,transport-moving,dancing,not-in-family,Multi-vehicle Collision,Total Loss,Police,22,3,0,2,59730,Audi,2005,N
194,39,OH,500/1000,1000,1489.24,FEMALE,JD,other-service,kayaking,wife,Vehicle Theft,Minor Damage,None,15,1,2,2,8060,Saab,2004,N
227,38,OH,500/1000,500,976.67,FEMALE,PhD,handlers-cleaners,polo,unmarried,Single Vehicle Collision,Major Damage,Fire,16,1,1,2,72200,BMW,2013,Y
137,31,OH,250/500,2000,1340.43,MALE,High School,exec-managerial,paintball,husband,Multi-vehicle Collision,Minor Damage,Ambulance,6,3,1,2,50800,Accura,2005,N
244,40,OH,500/1000,2000,1267.81,FEMALE,Masters,exec-managerial,video-games,wife,Vehicle Theft,Trivial Damage,None,10,1,2,1,6600,Accura,2005,N
78,29,IL,250/500,1000,1234.2,MALE,Masters,other-service,bungie-jumping,other-relative,Vehicle Theft,Minor Damage,Police,3,1,2,2,7500,Nissan,2002,N
200,35,IN,250/500,2000,1318.06,MALE,High School,exec-managerial,video-games,wife,Vehicle Theft,Trivial Damage,None,13,1,0,3,6490,Volkswagen,2002,N
284,48,IN,500/1000,2000,769.95,MALE,Masters,prof-specialty,movies,not-in-family,Multi-vehicle Collision,Major Damage,Ambulance,16,2,2,3,60940,Audi,2013,Y
275,41,OH,100/300,2000,1514.72,MALE,High School,transport-moving,board-games,own-child,Multi-vehicle Collision,Major Damage,Fire,13,3,0,1,58300,Suburu,2007,N
153,34,IL,500/1000,1000,873.64,FEMALE,Associate,priv-house-serv,yachting,husband,Multi-vehicle Collision,Minor Damage,Other,9,3,2,1,68400,Ford,2007,N
134,32,IL,500/1000,500,1612.43,FEMALE,MD,other-service,yachting,own-child,Single Vehicle Collision,Total Loss,Fire,2,1,2,1,64240,BMW,2015,N
31,36,IL,500/1000,2000,1318.24,FEMALE,College,prof-specialty,kayaking,not-in-family,Parked Car,Trivial Damage,None,9,1,0,1,4700,Dodge,2002,N
41,25,IN,100/300,1000,1226.83,FEMALE,College,exec-managerial,exercise,not-in-family,Multi-vehicle Collision,Major Damage,Other,12,3,2,0,45120,Accura,2011,Y
127,29,OH,250/500,2000,1326.44,FEMALE,High School,sales,board-games,own-child,Multi-vehicle Collision,Total Loss,Fire,12,2,1,1,66950,Saab,1995,N
61,23,IL,250/500,2000,1136.83,FEMALE,Associate,tech-support,exercise,own-child,Single Vehicle Collision,Major Damage,Police,14,1,0,3,98340,Honda,2004,Y
207,42,IL,250/500,2000,1322.78,MALE,PhD,farming-fishing,yachting,own-child,Parked Car,Trivial Damage,None,9,1,0,1,5900,BMW,2007,N
219,43,IN,100/300,1000,1483.25,FEMALE,MD,exec-managerial,exercise,not-in-family,Multi-vehicle Collision,Major Damage,Ambulance,3,3,1,1,70680,Ford,2009,N
271,42,IL,100/300,500,1515.3,FEMALE,High School,machine-op-inspct,hiking,not-in-family,Multi-vehicle Collision,Total Loss,Ambulance,21,3,1,0,93720,Mercedes,2005,N
80,25,IL,100/300,2000,1075.18,FEMALE,PhD,armed-forces,exercise,husband,Vehicle Theft,Minor Damage,None,5,1,2,0,6930,Toyota,2001,N
325,47,IN,500/1000,1000,1690.27,FEMALE,Associate,protective-serv,hiking,not-in-family,Single Vehicle Collision,Major Damage,Fire,11,1,0,3,72930,Dodge,2006,Y
29,25,IL,250/500,2000,1352.83,MALE,Masters,farming-fishing,skydiving,own-child,Multi-vehicle Collision,Minor Damage,Other,4,4,1,2,64890,Nissan,2013,Y
295,48,OH,250/500,1000,1148.73,FEMALE,College,machine-op-inspct,kayaking,wife,Parked Car,Trivial Damage,None,6,1,1,2,5400,Saab,1999,N
239,42,IL,100/300,1000,969.5,MALE,College,exec-managerial,reading,not-in-family,Vehicle Theft,Trivial Damage,None,10,1,0,0,5600,Audi,2007,N
269,41,IN,100/300,500,1463.82,FEMALE,College,protective-serv,yachting,not-in-family,Single Vehicle Collision,Minor Damage,Police,23,1,0,0,79300,Saab,2007,N
80,27,IL,100/300,1000,1474.17,FEMALE,College,tech-support,exercise,unmarried,Single Vehicle Collision,Major Damage,Police,13,1,1,0,52800,Saab,2004,N
279,41,IL,250/500,500,1497.35,FEMALE,JD,prof-specialty,bungie-jumping,husband,Multi-vehicle Collision,Minor Damage,Fire,16,3,2,3,28800,Ford,2013,N
165,33,OH,100/300,1000,1427.14,FEMALE,Associate,tech-support,kayaking,other-relative,Parked Car,Minor Damage,Police,3,1,1,1,2970,Toyota,2008,N
350,54,OH,500/1000,500,1495.1,MALE,College,other-service,basketball,wife,Multi-vehicle Collision,Total Loss,Police,15,3,0,0,93480,Chevrolet,2014,N
295,49,IL,100/300,500,1141.62,MALE,College,prof-specialty,kayaking,husband,Vehicle Theft,Minor Damage,None,4,1,1,3,4320,Mercedes,2002,N
464,61,OH,500/1000,1000,1125.37,FEMALE,Associate,prof-specialty,basketball,husband,Multi-vehicle Collision,Major Damage,Police,6,3,0,2,79800,Saab,2000,Y
118,28,IN,500/1000,2000,1207.36,FEMALE,High School,handlers-cleaners,camping,own-child,Multi-vehicle Collision,Major Damage,Ambulance,22,2,1,0,74200,Volkswagen,1997,N
298,47,IL,500/1000,2000,1338.5,FEMALE,PhD,machine-op-inspct,basketball,other-relative,Single Vehicle Collision,Major Damage,Fire,1,1,0,0,70590,Saab,2000,Y
87,31,IN,500/1000,1000,1074.07,FEMALE,Masters,sales,chess,husband,Multi-vehicle Collision,Major Damage,Fire,16,3,0,3,60940,Nissan,2006,Y
261,42,OH,250/500,500,1337.56,FEMALE,College,prof-specialty,video-games,unmarried,Single Vehicle Collision,Minor Damage,Police,18,1,1,2,74700,Dodge,2010,N
453,60,IN,100/300,500,1298.91,MALE,PhD,craft-repair,dancing,unmarried,Single Vehicle Collision,Major Damage,Fire,0,1,0,0,70000,Ford,2015,Y
210,41,IL,500/1000,500,1222.75,MALE,High School,exec-managerial,polo,other-relative,Multi-vehicle Collision,Total Loss,Other,12,3,2,0,81070,BMW,2001,N
168,32,IN,100/300,1000,1059.52,MALE,MD,protective-serv,camping,own-child,Multi-vehicle Collision,Major Damage,Other,13,2,1,1,57720,Saab,2007,N
390,51,OH,250/500,2000,1124.38,MALE,Associate,armed-forces,reading,other-relative,Vehicle Theft,Minor Damage,None,9,1,1,1,7080,Ford,2001,N
258,46,IN,100/300,1000,1110.37,MALE,MD,machine-op-inspct,hiking,other-relative,Multi-vehicle Collision,Total Loss,Other,14,3,0,1,47700,Accura,1997,Y
107,31,IL,500/1000,2000,1374.22,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,Single Vehicle Collision,Minor Damage,Police,16,1,0,3,51260,Suburu,2002,N
225,41,OH,500/1000,2000,1103.58,MALE,High School,exec-managerial,exercise,unmarried,Multi-vehicle Collision,Major Damage,Police,20,3,2,2,70400,Toyota,2011,Y
164,38,IL,250/500,2000,1269.76,FEMALE,PhD,transport-moving,yachting,not-in-family,Single Vehicle Collision,Minor Damage,Fire,4,1,1,3,90000,Ford,2015,N
245,39,OH,250/500,500,964.79,FEMALE,Associate,adm-clerical,camping,husband,Multi-vehicle Collision,Minor Damage,Police,7,3,0,1,72820,BMW,2010,N
255,41,IL,500/1000,2000,1167.3,MALE,High School,priv-house-serv,board-games,other-relative,Single Vehicle Collision,Minor Damage,Fire,22,1,2,0,69300,Volkswagen,2000,N
206,36,IL,500/1000,500,1625.45,FEMALE,MD,other-service,video-games,other-relative,Single Vehicle Collision,Major Damage,Ambulance,11,1,2,1,76560,Ford,2008,Y
203,38,IL,250/500,500,1394.43,FEMALE,Masters,other-service,skydiving,not-in-family,Single Vehicle Collision,Major Damage,Ambulance,7,1,0,1,55440,Nissan,1999,Y
22,25,OH,250/500,2000,1053.24,FEMALE,College,prof-specialty,movies,other-relative,Multi-vehicle Collision,Total Loss,Other,0,4,1,0,77130,Accura,1995,N
211,35,IL,100/300,500,1040.75,FEMALE,JD,prof-specialty,paintball,not-in-family,Single Vehicle Collision,Total Loss,Ambulance,1,1,1,1,42000,BMW,2011,N
206,39,IN,250/500,1000,1302.4,MALE,JD,craft-repair,dancing,unmarried,Multi-vehicle Collision,Total Loss,Ambulance,12,3,2,3,36300,Ford,2013,N
166,38,IL,100/300,2000,1588.55,MALE,MD,protective-serv,video-games,unmarried,Single Vehicle Collision,Total Loss,Other,8,1,0,0,40320,Suburu,2001,N
165,32,IN,500/1000,500,1399.26,FEMALE,High School,tech-support,exercise,own-child,Parked Car,Minor Damage,Police,9,1,2,0,3960,BMW,1998,N
274,43,OH,100/300,2000,1352.31,MALE,College,farming-fishing,basketball,wife,Single Vehicle Collision,Major Damage,Fire,22,1,0,3,63840,BMW,2006,Y
81,28,IL,250/500,1000,1139,FEMALE,Masters,sales,sleeping,husband,Multi-vehicle Collision,Major Damage,Fire,0,3,1,2,44730,Saab,2000,Y
280,45,IN,250/500,1000,1397.67,MALE,JD,machine-op-inspct,camping,wife,Multi-vehicle Collision,Minor Damage,Other,0,3,1,2,84720,Ford,1999,N
194,39,IN,250/500,500,823.17,MALE,Masters,adm-clerical,paintball,own-child,Multi-vehicle Collision,Major Damage,Other,3,3,2,2,61500,Dodge,2012,N
112,27,OH,100/300,500,965.13,FEMALE,Masters,tech-support,exercise,unmarried,Multi-vehicle Collision,Major Damage,Ambulance,21,3,0,1,51000,Nissan,2013,N
24,33,IL,500/1000,1000,1922.84,FEMALE,High School,machine-op-inspct,skydiving,wife,Single Vehicle Collision,Total Loss,Police,0,1,2,1,46800,Jeep,2002,N
93,32,OH,250/500,2000,1624.82,MALE,PhD,exec-managerial,basketball,unmarried,Single Vehicle Collision,Minor Damage,Ambulance,16,1,1,1,78120,BMW,2006,N
171,34,IN,250/500,2000,1277.25,FEMALE,College,exec-managerial,yachting,other-relative,Single Vehicle Collision,Major Damage,Police,14,1,1,2,69200,Volkswagen,1996,Y
200,40,IL,100/300,1000,1439.34,FEMALE,High School,sales,exercise,other-relative,Vehicle Theft,Minor Damage,Police,9,1,0,0,3690,Ford,2015,N
120,28,IL,250/500,1000,1281.27,FEMALE,PhD,tech-support,golf,not-in-family,Multi-vehicle Collision,Minor Damage,Fire,9,3,0,3,65500,BMW,2010,N
325,46,IL,500/1000,500,1348.83,FEMALE,High School,prof-specialty,basketball,wife,Multi-vehicle Collision,Minor Damage,Fire,21,3,1,2,76120,Toyota,1999,N
124,32,IL,250/500,1000,1198.15,FEMALE,MD,other-service,hiking,not-in-family,Multi-vehicle Collision,Total Loss,Other,19,3,0,2,73560,BMW,1995,N
211,35,OH,100/300,2000,1221.22,MALE,Masters,machine-op-inspct,camping,other-relative,Single Vehicle Collision,Total Loss,Police,2,1,0,1,52030,Mercedes,2008,N
287,41,IL,500/1000,2000,968.74,MALE,Masters,transport-moving,video-games,wife,Vehicle Theft,Trivial Damage,None,9,1,2,3,5170,Suburu,2001,N
122,34,IN,250/500,1000,1220.71,MALE,PhD,machine-op-inspct,video-games,own-child,Parked Car,Minor Damage,None,5,1,2,1,8190,Chevrolet,2013,N
22,29,IN,250/500,2000,1238.62,MALE,MD,exec-managerial,yachting,other-relative,Single Vehicle Collision,Major Damage,Ambulance,14,1,2,3,70800,Accura,2012,Y
106,31,IL,500/1000,2000,1320.75,FEMALE,JD,farming-fishing,video-games,wife,Multi-vehicle Collision,Total Loss,Police,20,3,0,3,45630,Accura,2011,N
398,58,OH,100/300,500,990.98,FEMALE,Associate,exec-managerial,cross-fit,wife,Single Vehicle Collision,Major Damage,Police,18,1,2,1,99320,Accura,2002,Y
214,41,IL,500/1000,500,1398.51,MALE,Masters,tech-support,polo,not-in-family,Multi-vehicle Collision,Major Damage,Fire,13,3,2,0,64000,BMW,1996,Y
209,38,OH,100/300,500,1355.08,FEMALE,MD,other-service,golf,other-relative,Single Vehicle Collision,Minor Damage,Fire,21,1,1,1,47300,Nissan,2014,N
82,27,IL,100/300,1000,1384.51,MALE,PhD,adm-clerical,reading,not-in-family,Single Vehicle Collision,Major Damage,Other,14,1,2,3,71680,Volkswagen,2007,Y
193,41,OH,250/500,500,847.03,FEMALE,JD,craft-repair,skydiving,not-in-family,Single Vehicle Collision,Major Damage,Other,1,1,1,0,112320,Suburu,2011,Y
134,32,OH,100/300,1000,1000.06,FEMALE,PhD,farming-fishing,base-jumping,wife,Single Vehicle Collision,Total Loss,Other,17,1,1,0,82720,Audi,2014,N
288,45,IL,100/300,1000,1046.71,MALE,Masters,priv-house-serv,polo,husband,Multi-vehicle Collision,Major Damage,Fire,4,3,2,1,48060,Mercedes,2009,N
104,32,IN,250/500,500,1158.03,MALE,High School,exec-managerial,kayaking,own-child,Multi-vehicle Collision,Total Loss,Police,23,3,1,3,63570,Volkswagen,2006,Y
431,54,OH,100/300,1000,1372.27,FEMALE,Masters,craft-repair,paintball,own-child,Multi-vehicle Collision,Total Loss,Fire,13,3,2,3,63240,Suburu,1997,N
101,33,OH,100/300,1000,1053.04,FEMALE,Masters,other-service,reading,own-child,Multi-vehicle Collision,Minor Damage,Ambulance,20,3,1,3,54240,Saab,2013,Y
375,50,OH,100/300,1000,1275.39,MALE,Associate,sales,bungie-jumping,other-relative,Single Vehicle Collision,Major Damage,Police,16,1,2,3,37280,Audi,1996,Y
461,61,OH,100/300,2000,1402.75,MALE,JD,exec-managerial,exercise,husband,Multi-vehicle Collision,Minor Damage,Police,10,3,2,1,72100,Jeep,2006,N
428,59,IN,250/500,500,1344.36,FEMALE,JD,prof-specialty,hiking,other-relative,Parked Car,Minor Damage,None,8,1,2,3,6500,Saab,2013,N
45,38,IN,100/300,1000,1197.71,MALE,Masters,machine-op-inspct,movies,not-in-family,Multi-vehicle Collision,Total Loss,Ambulance,17,3,2,0,78240,Suburu,2013,N
136,29,OH,100/300,500,1203.24,FEMALE,JD,transport-moving,video-games,other-relative,Vehicle Theft,Minor Damage,Police,9,1,2,0,6200,Honda,1999,N
216,36,IN,500/1000,1000,1152.4,FEMALE,Associate,priv-house-serv,reading,unmarried,Parked Car,Minor Damage,Police,0,1,2,3,6160,Mercedes,2014,N
278,48,IN,500/1000,2000,1142.62,FEMALE,MD,farming-fishing,dancing,not-in-family,Single Vehicle Collision,Total Loss,Ambulance,12,1,2,0,76050,Chevrolet,1997,N
295,48,OH,500/1000,1000,1332.07,FEMALE,MD,exec-managerial,polo,unmarried,Multi-vehicle Collision,Total Loss,Ambulance,20,2,2,1,86060,Volkswagen,2002,N
112,30,OH,500/1000,1000,1166.54,FEMALE,Masters,prof-specialty,sleeping,not-in-family,Single Vehicle Collision,Major Damage,Fire,3,1,2,0,107900,Dodge,1997,Y
122,34,IL,250/500,500,1495.06,FEMALE,Masters,prof-specialty,polo,unmarried,Multi-vehicle Collision,Total Loss,Fire,18,3,2,0,99990,Mercedes,2011,N
108,29,IN,500/1000,1000,1337.92,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,Multi-vehicle Collision,Minor Damage,Ambulance,4,3,2,2,61380,Suburu,2012,N
